ctprvn_cd,objt_id,fclty_cd,data_yr,emd_cd,fclty_nm,telno,rn_adres,sgg_cd,fclty_ty,x,y,adres
11,196177,509010,2025,11530102,정우,,서울특별시 구로구 디지털로27길 24,11530,편의점,14125661.47,4506716.01,서울특별시 구로구 구로동 212-16
11,196178,509010,2025,11140112,GS25남대문,,서울특별시 중구 퇴계로 43,11140,편의점,14135055.1,4517205.514,서울특별시 중구 남창동 47-14
11,196179,509010,2025,11260104,이마트24중랑장미공원점,,서울특별시 중랑구 동일로169길 44,11260,편의점,14145841.33,4524996.934,서울특별시 중랑구 묵동 235-144
11,196180,509010,2025,11215101,GS25중곡청운점,,서울특별시 광진구 용마산로1길 39,11215,편의점,14147170.28,4516791.455,서울특별시 광진구 중곡동 119-1
11,196181,509010,2025,11440127,씨유마포DMC점,,서울특별시 마포구 성암로 189,11440,편의점,14126209.29,4519812.17,서울특별시 마포구 상암동 1622
11,196182,509010,2025,11650108,세븐일레븐교대원동점,,서울특별시 서초구 법원로2길 19,11650,편의점,14139008.32,4508229.464,서울특별시 서초구 서초동 1714-16
11,196183,509010,2025,11650101,세븐뉴서초방배점,,서울특별시 서초구 청두곶2길 3,11650,편의점,14135971.04,4506049.597,서울특별시 서초구 방배동 528-13
36,196184,509010,2025,36110108,더까까주까,,세종특별자치시 세종특별자치시 한누리대로 273,36110,편의점,14166127.09,4368051.689,세종특별자치시 세종특별자치시 나성동 741
36,196185,509010,2025,36110390,이마트24세종소정점,,세종특별자치시 세종특별자치시 소정면 도래말길 4,36110,편의점,14154422.38,4397234.041,세종특별자치시 세종특별자치시 소정면 운당리 132-10
,196186,509010,2025,,세븐일레븐울산신항점,,울산광역시 남구 신항로716번길 13,,편의점,14400675.01,4226588.441,울산광역시 남구 황성동 865
,196187,509010,2025,,씨유아라뱃길정서진점,,인천광역시 서구 정서진5로 27,,편의점,14095005.16,4517731.634,인천광역시 서구 오류동 1580-12
28,196188,509010,2025,28185103,지에스25연수타운,,인천광역시 연수구 샘말로21번길 3,28185,편의점,14101757.31,4496767.472,인천광역시 연수구 연수동 602-3
,196189,509010,2025,,세븐일레븐오류아라뱃길점,,인천광역시 서구 뱃길1로 3,,편의점,14094406.16,4518161.927,인천광역시 서구 오류동 1547-12
,196190,509010,2025,,이마트24신국제여객,,인천광역시 연수구 국제항만대로326번길 57,,편의점,14093668.06,4498380.611,인천광역시 연수구 송도동 300-3
,196191,509010,2025,,세븐일레븐정서진점,,인천광역시 서구 정서진5로 37,,편의점,14095129.09,4517768.735,인천광역시 서구 오류동 1580-7
28,196192,509010,2025,28185103,지에스25연수,,인천광역시 연수구 함박로 80,28185,편의점,14102623.45,4498548.189,인천광역시 연수구 연수동 522-6
,196193,509010,2025,,세븐오류아라뱃길점,,인천광역시 서구 뱃길1로 3,,편의점,14094406.16,4518161.927,인천광역시 서구 오류동 1547-12
,196194,509010,2025,,씨유위동훼리,,인천광역시 연수구 국제항만대로326번길 57,,편의점,14093668.06,4498380.611,인천광역시 연수구 송도동 300-3
28,196195,509010,2025,28237107,씨유부개,,인천광역시 부평구 부흥북로 143,28237,편의점,14108442.11,4509151.296,인천광역시 부평구 부개동 498-13
,196196,509010,2025,,씨유위동훼리위해점,,인천광역시 연수구 국제항만대로326번길 57,,편의점,14093668.06,4498380.611,인천광역시 연수구 송도동 300-3
28,196197,509010,2025,28200103,씨유만수삼환점,,인천광역시 남동구 소래로669번길 41,28200,편의점,14107743.15,4501993.849,인천광역시 남동구 만수동 983
28,196198,509010,2025,28170108,이마트24인천관교점,,인천광역시 미추홀구 주승로 197,28170,편의점,14103309.52,4501286.624,인천광역시 미추홀구 관교동 483-11
28,196199,509010,2025,28200103,미니스톱,,인천광역시 남동구 백범로227번길 95,28200,편의점,14106807.39,4502841.583,인천광역시 남동구 만수동 908-27
12,196200,509010,2025,12190250,미니스톱광양메디컬점,,전남광주통합특별시 광양시 광양읍 숲샘길 74,12190,편의점,14202794.71,4159897.509,전남광주통합특별시 광양시 광양읍 인서리 145-15
,196201,509010,2025,,이마트24웅천디아일랜드점,,전남광주통합특별시 여수시 웅천남4로 17,,편의점,14212413.13,4128975.96,전남광주통합특별시 여수시 웅천동 1875-1
,196202,509010,2025,,이마트24여수웅천점,,전남광주통합특별시 여수시 웅천남6로 16,,편의점,14212928.37,4128536.327,전남광주통합특별시 여수시 웅천동 1883-8
,196203,509010,2025,,비주거용 건물 임대업,,전남광주통합특별시 여수시 웅천로 83,,편의점,14212727.63,4129102.52,전남광주통합특별시 여수시 웅천동 1869-1
12,196204,509010,2025,12130137,지에스25여수죽림주공점,,전남광주통합특별시 여수시 덕양로 176,12130,편의점,14208551.75,4133276.551,전남광주통합특별시 여수시 화장동 877-1
,196205,509010,2025,,지에스25웅천트리마제점,,전남광주통합특별시 여수시 웅천로 83,,편의점,14212727.63,4129102.52,전남광주통합특별시 여수시 웅천동 1869-1
,196206,509010,2025,,씨유여수트리마제점,,전남광주통합특별시 여수시 웅천로 83,,편의점,14212727.63,4129102.52,전남광주통합특별시 여수시 웅천동 1869-1
12,196207,509010,2025,12150133,이마트24순천에코그라드점,,전남광주통합특별시 순천시 백강로 234,12150,편의점,14195658.93,4157629.18,전남광주통합특별시 순천시 조례동 1587-4
12,196208,509010,2025,12800250,GS25영암,,전남광주통합특별시 영암군 영암읍 남문로 1,12800,편의점,14103893.75,4136579.291,전남광주통합특별시 영암군 영암읍 서남리 16
45,196209,509010,2025,45111132,세븐일레븐전주평화삼우점,,전북특별자치도 전주시 완산구 장승배기4길 5,45111,편의점,14153594.82,4273150.038,전북특별자치도 전주시 완산구 평화동1가 417-1
45,196210,509010,2025,45113103,한별마트,,전북특별자치도 전주시 덕진구 견훤로 215,45113,편의점,14155239.12,4277364.257,전북특별자치도 전주시 덕진구 인후동1가 815-5
45,196211,509010,2025,45111133,지에스25전주평화원룸점,,전북특별자치도 전주시 완산구 평화13길 15,45111,편의점,14152879.33,4271845.55,전북특별자치도 전주시 완산구 평화동2가 864-5
45,196212,509010,2025,45111129,이마트24전주서신,,전북특별자치도 전주시 완산구 안터2길 28,45111,편의점,14150674.78,4277013.059,전북특별자치도 전주시 완산구 서신동 248
45,196213,509010,2025,45130145,세븐일레븐군산대원룸점,,전북특별자치도 군산시 황룡2길 18,45130,편의점,14102811.7,4292928.945,전북특별자치도 군산시 미룡동 888-7
45,196214,509010,2025,45111111,씨유전주한옥대호점,,전북특별자치도 전주시 완산구 어진길 103,45111,편의점,14154162.9,4275418.142,전북특별자치도 전주시 완산구 전동 1-16
45,196215,509010,2025,45113121,씨유송천,,전북특별자치도 전주시 덕진구 두간9길 3,45113,편의점,14150494.92,4282086.096,전북특별자치도 전주시 덕진구 송천동1가 824-1
45,196216,509010,2025,45113122,세븐일레븐전주,,전북특별자치도 전주시 덕진구 세병1길 10,45113,편의점,14151499.34,4283080.278,전북특별자치도 전주시 덕진구 송천동2가 1330-1
45,196217,509010,2025,45210450,금산사편의점,,전북특별자치도 김제시 금산면 모악로 468-5,45210,편의점,14142220.55,4261894.528,전북특별자치도 김제시 금산면 금산리 142
45,196218,509010,2025,45111142,세븐일레븐전주대,,전북특별자치도 전주시 완산구 백마산길 40,45111,편의점,14147489.53,4275476.599,전북특별자치도 전주시 완산구 효자동3가 1281-1
45,196219,509010,2025,45130134,세븐일레븐군산롯데,,전북특별자치도 군산시 조촌로 130,45130,편의점,14108536.65,4297376.394,전북특별자치도 군산시 조촌동 450-21
45,196220,509010,2025,45111142,씨유효자솔하우스점,,전북특별자치도 전주시 완산구 농소1길 1,45111,편의점,14148357.33,4275050.87,전북특별자치도 전주시 완산구 효자동3가 1716-19
45,196221,509010,2025,45130138,지에스25군산오션점,,전북특별자치도 군산시 내정로 29,45130,편의점,14110015.07,4299644.664,전북특별자치도 군산시 내흥동 925
45,196222,509010,2025,45113132,씨유전주혁신,,전북특별자치도 전주시 덕진구 혁신로 390,45113,편의점,14144781.15,4279748.227,전북특별자치도 전주시 덕진구 장동 130-1
45,196223,509010,2025,45130144,군산나운,,전북특별자치도 군산시 백토로 138,45130,편의점,14104790.79,4296055.303,전북특별자치도 군산시 나운동 1521
45,196224,509010,2025,45180103,미니스톱정읍단풍점,,전북특별자치도 정읍시 학산로 89-32,45180,편의점,14123638.4,4240048.184,전북특별자치도 정읍시 상동 62
45,196225,509010,2025,45140122,세븐익산영등신일점,,전북특별자치도 익산시 고봉로18길 61,45140,편의점,14134883.54,4294147.589,전북특별자치도 익산시 영등동 688-1
44,196226,509010,2025,44270320,세븐당진삼봉점,,충청남도 당진시 석문면 대호로 1536,44270,편의점,14085709.04,4440666.734,충청남도 당진시 석문면 삼봉리 896-1
44,196227,509010,2025,44270101,씨유당진읍내타운점,,충청남도 당진시 무수동안길 3,44270,편의점,14096998.04,4423622.064,충청남도 당진시 읍내동 1293
44,196228,509010,2025,44270250,GS25당진합덕점,,충청남도 당진시 합덕읍 덕평로 570-3,44270,편의점,14112666.71,4412676.641,충청남도 당진시 합덕읍 운산리 291-18
44,196229,509010,2025,44800250,지에스25홍성하늘채점,,충청남도 홍성군 홍성읍 문화로33번길 10,44800,편의점,14099442.92,4382430.282,충청남도 홍성군 홍성읍 옥암리 256-1
50,196230,509010,2025,50110250,씨유월령선인장,,제주특별자치도 제주시 한림읍 월령3길 40,50110,편의점,14050397.52,3945714.806,제주특별자치도 제주시 한림읍 월령리 318-1
44,196231,509010,2025,44800390,이마트24홍성구항대로점,,충청남도 홍성군 구항면 내포로 677,44800,편의점,14092879.31,4381676.182,충청남도 홍성군 구항면 장양리 75-3
44,196232,509010,2025,44770253,이마트24서천,,충청남도 서천군 서천읍 서천로 2,44770,편의점,14104072.17,4310894.733,충청남도 서천군 서천읍 군사리 173-2
44,196233,509010,2025,44150109,씨유,,충청남도 공주시 우금티로 777,44150,편의점,14152429.92,4363311.058,충청남도 공주시 옥룡동 331-31
44,196234,509010,2025,44770410,GS25홍원항점,,충청남도 서천군 서면 홍원길 85,44770,편의점,14082082.08,4322079.989,충청남도 서천군 서면 도둔리 1222-26
44,196235,509010,2025,44210101,씨유서산,,충청남도 서산시 동헌로 141,44210,편의점,14076463.3,4408755.225,충청남도 서산시 읍내동 227-2
,196236,509010,2025,,엘지편의점,,충청남도 아산시 모종북로 14,,편의점,0,0,충청남도 아산시 모종동 361-27
44,196237,509010,2025,44210106,GS25서산,,충청남도 서산시 수석산업로 14,44210,편의점,14082153.53,4408613.407,충청남도 서산시 수석동 1-14
43,196238,509010,2025,43150116,씨유제천장락,,충청북도 제천시 내토로59길 7,43150,편의점,14274130.75,4460285.87,충청북도 제천시 장락동 1043
41,196239,509010,2025,41630111,세븐일레븐봉양,,경기도 양주시 칠봉산로 224,41630,편의점,14146180.87,4558841.748,경기도 양주시 봉양동 367-2
43,196240,509010,2025,43150113,씨유제천의림뜰점,,충청북도 제천시 의림대로 306,43150,편의점,14272660.4,4460668.311,충청북도 제천시 청전동 16-2
43,196241,509010,2025,43130107,충주지역자활센터,,충청북도 충주시 호암토성7길 8,43130,편의점,14241360.98,4432658.256,충청북도 충주시 호암동 1178
,196242,509010,2025,,페니정서진점,,인천광역시 서구 갑문로 6,,편의점,14093752.77,4517946.645,인천광역시 서구 오류동 1548-1
0,196243,509010,2025,28275107,씨유,,인천광역시 서구 새오개로 67,28260,편의점,14100317.77,4511313.291,인천광역시 서구 신현동 173-51
,196244,509010,2025,,세븐일레븐강화해안도로점,,인천광역시 강화군 양도면 해안서로 508,,편의점,14071039.03,4533942.98,인천광역시 강화군 양도면 건평리 751-1
28,196245,509010,2025,28710340,CU강화후,,인천광역시 강화군 화도면 해안남로 2850,28710,편의점,14069901.87,4528437.792,인천광역시 강화군 화도면 내리 1820
,196246,509010,2025,,지에스25웅천트리마제점,,전남광주통합특별시 여수시 웅천로 83,,편의점,14212727.63,4129102.52,전남광주통합특별시 여수시 웅천동 1869-1
12,196247,509010,2025,12740350,씨유고흥우주점,,전남광주통합특별시 고흥군 포두면 우주로 606,12740,편의점,14175497.25,4105684.251,전남광주통합특별시 고흥군 포두면 상대리 2-7
,196248,509010,2025,,GS25광양스위트점,,전남광주통합특별시 광양시 눈소4길 34,,편의점,14216271.2,4155388.993,전남광주통합특별시 광양시 마동 1157-14
12,196249,509010,2025,12150118,GS25순천남교점,,전남광주통합특별시 순천시 중앙로 57,12150,편의점,14191444.03,4157180.672,전남광주통합특별시 순천시 저전동 203-3
,196250,509010,2025,,지에스25한화여수벨메르점,,전남광주통합특별시 여수시 웅천남4로 17,,편의점,14212413.13,4128975.96,전남광주통합특별시 여수시 웅천동 1875-1
12,196251,509010,2025,12810256,세븐일레븐무안에드가,,전남광주통합특별시 무안군 삼향읍 남악3로82번가길 45,12810,편의점,14078014.98,4138636.351,전남광주통합특별시 무안군 삼향읍 남악리 2118
,196252,509010,2025,,씨유웅천캐슬,,전남광주통합특별시 여수시 웅천남7로 24,,편의점,14213091.69,4128530.48,전남광주통합특별시 여수시 웅천동 1887-1
,196253,509010,2025,,씨유웅천퍼스트시티점,,전남광주통합특별시 여수시 웅천남1로 52,,편의점,14212841.15,4128890.062,전남광주통합특별시 여수시 웅천동 1868-2
